"iso" "country" "year" "MPI" "H" "A" "variable" "Agricultural raw materials exports (% of merchandise exports)" "Agricultural raw materials imports (% of merchandise imports)" "Rural population (% of total population)" "Rural population growth (annual %)" "Rural population" "Employment in agriculture (% of total employment) (modeled ILO estimate)" "Employment in agriculture, male (% of male employment) (modeled ILO estimate)" "Employment in agriculture, female (% of female employment) (modeled ILO estimate)" "Agriculture, forestry, and fishing, value added (% of GDP)" "Agriculture, forestry, and fishing, value added (current US$)" "Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)" "Agricultural nitrous oxide emissions (% of total)" "Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)" "Agricultural methane emissions (% of total)" "Agricultural methane emissions (thousand metric tons of CO2 equivalent)" "Access to electricity, rural (% of rural population)" "Cereal yield (kg per hectare)" "Surface area (sq. km)" "Livestock production index (2014-2016 = 100)" "Food production index (2014-2016 = 100)" "Crop production index (2014-2016 = 100)" "Cereal production (metric tons)" "Land area (sq. km)" "Average precipitation in depth (mm per year)" "Forest area (% of land area)" "Forest area (sq. km)" "Permanent cropland (% of land area)" "Land under cereal production (hectares)" "Arable land (% of land area)" "Arable land (hectares per person)" "Arable land (hectares)" "Agricultural land (% of land area)" "Agricultural land (sq. km)" "Fertilizer consumption (kilograms per hectare of arable land)" "Travel services (% of commercial service exports)" "Transport services (% of commercial service exports)" "Commercial service exports (current US$)" "Computer, communications and other services (% of commercial service exports)" "Export value index (2000 = 100)" "Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)" "Merchandise exports by the reporting economy (current US$)" "Merchandise exports by the reporting economy, residual (% of total merchandise exports)" "Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)" "Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)" "Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)" "Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)" "Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)" "Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)" "Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)" "Merchandise exports to high-income economies (% of total merchandise exports)" "Merchandise exports (current US$)" "Merchandise exports to economies in the Arab World (% of total merchandise exports)" "Ores and metals exports (% of merchandise exports)" "Manufactures exports (% of merchandise exports)" "Insurance and financial services (% of commercial service exports)" "Fuel exports (% of merchandise exports)" "Food exports (% of merchandise exports)" "Export unit value index (2015 = 100)" "Export volume index (2000 = 100)" "Medium and high-tech exports (% manufactured exports)" "Net barter terms of trade index (2000 = 100)" "Travel services (% of commercial service imports)" "Transport services (% of commercial service imports)" "Commercial service imports (current US$)" "Computer, communications and other services (% of commercial service imports)" "Import value index (2000 = 100)" "Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)" "Merchandise imports by the reporting economy (current US$)" "Merchandise imports by the reporting economy, residual (% of total merchandise imports)" "Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)" "Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)" "Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)" "Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)" "Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)" "Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)" "Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)" "Merchandise imports from high-income economies (% of total merchandise imports)" "Merchandise imports (current US$)" "Merchandise imports from economies in the Arab World (% of total merchandise imports)" "Ores and metals imports (% of merchandise imports)" "Manufactures imports (% of merchandise imports)" "Insurance and financial services (% of commercial service imports)" "ICT goods imports (% total goods imports)" "Fuel imports (% of merchandise imports)" "Food imports (% of merchandise imports)" "Import unit value index (2015 = 100)" "Tariff rate, most favored nation, weighted mean, primary products (%)" "Tariff rate, applied, weighted mean, primary products (%)" "Share of tariff lines with specific rates, primary products (%)" "Tariff rate, most favored nation, simple mean, primary products (%)" "Tariff rate, applied, simple mean, primary products (%)" "Share of tariff lines with international peaks, primary products (%)" "Tariff rate, most favored nation, weighted mean, all products (%)" "Tariff rate, applied, weighted mean, all products (%)" "Share of tariff lines with specific rates, all products (%)" "Tariff rate, most favored nation, simple mean, all products (%)" "Tariff rate, applied, simple mean, all products (%)" "Share of tariff lines with international peaks, all products (%)" "Tariff rate, most favored nation, weighted mean, manufactured products (%)" "Tariff rate, applied, weighted mean, manufactured products (%)" "Share of tariff lines with specific rates, manufactured products (%)" "Tariff rate, most favored nation, simple mean, manufactured products (%)" "Tariff rate, applied, simple mean, manufactured products (%)" "Share of tariff lines with international peaks, manufactured products (%)" "Import volume index (2000 = 100)" "Merchandise trade (% of GDP)" "International tourism, expenditures (% of total imports)" "International tourism, expenditures (current US$)" "International tourism, expenditures for travel items (current US$)" "International tourism, receipts for travel items (current US$)" "International tourism, expenditures for passenger transport items (current US$)" "International tourism, receipts for passenger transport items (current US$)" "International tourism, receipts (% of total exports)" "International tourism, receipts (current US$)" "International tourism, number of arrivals" "Exports as a capacity to import (constant LCU)" "Trade (% of GDP)" "External balance on goods and services (% of GDP)" "External balance on goods and services (current US$)" "Imports of goods and services (% of GDP)" "Imports of goods and services (annual % growth)" "Imports of goods and services (constant 2015 US$)" "Imports of goods and services (current US$)" "Exports of goods and services (% of GDP)" "Exports of goods and services (annual % growth)" "Exports of goods and services (constant 2015 US$)" "Exports of goods and services (current US$)" "Arms imports (SIPRI trend indicator values)" "Energy imports, net (% of energy use)" "Travel services (% of service exports, BoP)" "Transport services (% of service exports, BoP)" "Exports of goods, services and primary income (BoP, current US$)" "Service exports (BoP, current US$)" "Goods exports (BoP, current US$)" "Insurance and financial services (% of service exports, BoP)" "Exports of goods and services (BoP, current US$)" "Communications, computer, etc. (% of service exports, BoP)" "ICT service exports (% of service exports, BoP)" "ICT service exports (BoP, current US$)" "Net trade in goods (BoP, current US$)" "Net trade in goods and services (BoP, current US$)" "Travel services (% of service imports, BoP)" "Transport services (% of service imports, BoP)" "Imports of goods, services and primary income (BoP, current US$)" "Service imports (BoP, current US$)" "Goods imports (BoP, current US$)" "Insurance and financial services (% of service imports, BoP)" "Imports of goods and services (BoP, current US$)" "Communications, computer, etc. (% of service imports, BoP)" "Trade in services (% of GDP)"
"1" "AFG" "Afghanistan" 2011 0.353196 66.15882 53.38608 2011 12.8790088017208 NA 76.052 3.4124491842994 22244569 53.560001373291 50.2000007629395 72.4100036621094 23.7436639877543 4319070023.24095 98.169627299 NA 4370 NA 11530 29.5728797912598 1659.9 652860 100.52 88.65 81.18 4681020 652230 327 1.85278199408184 12084.4 0.182450975882741 2820000 11.9451727151465 0.26636665118246 7791000 58.123668031216 379100 3.82700551918881 3.31184474449954 10.4737684858299 2571297262.5312 75.8215190278826 273.7204323 66.8059351463712 375846232 0 NA 66.8059351463712 9.69888371795623 0.131437795018256 14.6969340908545 1.56236606889809 26.0896216727271 7.1044431809017 3.76e+08 5.704276157277 0.305786388425507 14.1181152043695 10.3928677417879 NA 39.1451749348448 111.8681120407 99.85241318 0 160.2441792 16.2078923987572 59.1995129388668 1519608093.96036 22.6655142894059 554.0455959 15.3169871446577 6420925641 0.0994105267197253 0.943417341780115 15.3169871446577 9.14548351487442 0.199256956322694 41.478230397093 11.3010077607282 63.0673959707985 21.5162063578241 6.515e+09 3.98982609865735 0.273661753630469 13.7203511420929 1.92708037297011 0.3322431753 34.7730927090988 14.0292708513797 118.7949384931 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 323.8762616 37.8825968690453 3.53808215690225 2.55e+08 2.46e+08 8.5e+07 9e+06 8e+07 5.39604673507476 1.65e+08 NA NA NA NA NA NA NA NA NA NA NA NA NA 6.61e+08 NA 3.27846658257045 10.3682094492511 3191479093.72125 2597475713.41213 460318410.71 10.2881240568766 3057794124.12213 76.0651999113019 8.06525254653196 209492976.121521 -5189770431.0797 -4149500356.09605 15.8165651776384 57.770185774051 7360392804.04705 1557205638.42848 5650088841.7897 1.88055248466276 7207294480.21818 24.5326965636478 22.8399533842865
"2" "AGO" "Angola" 2001 0.452 77.4 58.4 2001 NA NA 48.726 0.878350985059833 8254958 37.2200012207031 30.4400005340576 44.0999984741211 8.15637702246655 728859048.232153 30.1946263541 98.551724137931 14290 60.5610561056106 14680 9.47707653045654 585.4 1246700 69.99 38.65 31.92 601120 1246700 1010 61.8862188176787 771535.49 0.240635277131627 1026812 2.40635277131627 0.177079042240848 3e+06 38.1137811823213 475164.51 NA NA 6.64691358024691 202500000 79.679012345679 82.48958465 7.17937769282353 17136619379 0.667995614936042 7.17937769282353 1.9925484744 NA 3.00265726640669 3.68275670972408e-05 11.3314158939633 16.3266584623371 75.8259682299034 6.534e+09 0.317327500817569 NA NA 13.6740740740741 NA NA 48.0862834627 93.86710042 0 91.57962612 2.090824931198 12.3585386897077 3175780000 82.61812845978 104.5723684 7.61230639024094 2658859321 28.3613042647321 7.61230639024094 0.98992980907695 0.908558411090152 7.05360627840453 0.517279341985916 6.44157017437027 15.9109440149278 48.1154453300991 3.179e+09 2.47977865843621 NA NA 2.93250791931431 NA NA NA 72.3912122344 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 108.9758076 108.694390515385 1.19450943737112 8e+07 6.6e+07 2.2e+07 1.4e+07 1.3e+07 0.519532954717508 3.5e+07 67000 NA 150.335794690093 0.442092772187014 39505691.8382983 74.946850958953 NA NA 6697298360.22468 75.38894373114 NA NA 6736804052.06298 1.56e+08 -475.111255280346 NA 6.64691358024691 6759790000 202500000 6534320000 13.6740740740741 6736820000 79.679012345679 NA NA 3355140000 39510000 1.88736629971036 11.1559265859988 8281270000 3518130000 3179180000 2.64714493210882 6697310000 84.309562182182 41.6361175932521
"3" "AGO" "Angola" 2016 0.282435050088149 51.1041118453444 55.2665998663431 2016 0.233867793345409 0.552887600088758 35.851 1.64429655653252 10452268 51.1500015258789 44.7999992370605 57.5200004577637 9.83116886032956 4899902848.54176 20.7849249079 NA 17650 NA 17700 NA 865.4 1246700 102.9 102.27 102.07 2363286.67 1246700 1010 55.2078447100345 688276.2 0.236624689179434 2730900 3.93037619314992 0.168068691114647 4900000 44.7921552899655 558423.8 7.2412693877551 87.6105259843542 4.59060000389858 710892137.461013 7.79887401174717 348.3007196 5.87071068669918 27450091190 1.9126347864056 5.87071068669918 7.09993065418301 0.0494334641953515 1.33003967262959 0.0281227080324319 54.0099279939769 62.5174544930173 29.6992000338779 2.7589e+10 2.99432930954864 3.5430584083964 2.77615384930951 0 92.7010547736293 0.605231809295226 84.1183737844999 226.5682246 40.0510689198201 121.7248952 4.89928738780908 25.6515352692836 12122972127.7558 64.2039036036943 428.9635157 7.38191860781331 14373607315 0.275481005792317 7.38191860781331 2.50626074655637 1.04395780204324 6.30459432444847 5.14902075575452 16.9292151070568 31.9330487358594 60.409551650535 1.304e+10 3.35531937411913 0.52554892484258 54.8527236409138 5.2452737392131 2.2952645446 10.985078649564 13.7148613995916 95.7049772407 17.61 17.61 0 19.83 22.32 54.4137 9.38 9.38 0 11.42 10.9 21.89814 7.11 7.11 0 8.42 9.19 17.24432 339.659992 81.5180569845794 3.20769786123003 8.23e+08 5.94e+08 6.23e+08 2.29e+08 5e+06 2.21909952571216 6.28e+08 397000 350978324273.164 53.3701580675988 2.8788128268024 1434814452.97795 25.2456726203982 -24.7389010888961 21749834115.0158 12582567235.2346 28.1244854472006 -18.3955246223304 21177791205.4035 14017381688.2126 1.52e+08 NA 87.6105259843542 4.59060000389858 28640556800.6453 710892137.461013 27588875075.4791 0 28299767212.9401 7.79887401174704 3.04667035386755 21658540 14548384197.7091 2642737292.90861 4.70762419466415 24.6480311329444 31271502805.9801 12616539042.2615 13040490877.77 5.04007534316098 25657029920.0315 65.6042693292308 26.7401682140018
"4" "ALB" "Albania" 2005 0.0036619 0.96124 38.09503 2005 13.9442720151077 1.10897634080539 53.269 -2.51895262176947 1604189 47.3800010681152 38.560001373291 59.6599998474121 18.8453087247237 1517438117.23806 43.394475769 90.625 1160 68.9944134078212 2470 100 3462.1 28750 89.72 71.64 58.38 511200 27400 1485 28.3096715328467 7756.85 4.41605839416058 147655 19.6350364963504 0.178649285220225 538000 39.3065693430657 10770 112.37531598513 67.97361398876 10.052987617344 1256252082.24563 20.2448878857147 251.6444852 4.22000333660678 638612860 1.93837123793592 0.104481766934665 0.00290128827033017 0.171649847452179 0.14763310591647 4.22000333660678 0.512734741984369 0.939400750558014 92.9022246748993 6.59e+08 0.055491209494278 24.1407825764506 43.5271536469837 1.72851050818131 8.62320052650774 9.76458919983876 80.7550342273 224.7670747 30.5457697175238 91.59316472 59.6587487970351 17.1980312525563 1317703230.80472 19.5030662621851 239.9985332 19.8597872405875 2602868252 0.24925883186807 0.077910166926113 0.393116593286566 0.817440106069571 1.45299225079641 19.8597872405875 6.96366924682902 9.70512836390768 70.1858255636367 2.619e+09 0.828972422381369 2.38114115464895 71.3119849316285 3.64015368822354 3.7814387894 8.95484982925195 16.2430261779039 81.6028694107 6.67 6.51 0 5.54 7.3 0 7.36 7.11 0 5.95 6.34 0 7.64 7.36 0 6.05 6.18 0 196.3436808 40.7100107067846 23.0834119188353 8.08e+08 7.86e+08 8.54e+08 2.2e+07 2.6e+07 60.2421079564304 8.8e+08 748000 218994736103.683 70.8723467754672 -24.8463644808329 -2000647539.8592 47.85935562815 16.1952052707543 3848503241.77767 3853670510.65232 23.0129911473171 24.2668566551852 1687131306.39411 1853022970.79312 7e+06 47.7661709472783 67.415383922278 9.97042793548123 1687443389.37208 1266654421.33486 194117835.566333 1.71431519798262 1460772256.90119 20.8998729442579 5.86982260854752 74350367.5956804 -1923340854.61311 -2039576837.24939 56.8465337599241 16.3873444199899 3552961514.68275 1382890403.97114 2117458690.17944 3.46856284621235 3500349094.15058 23.2975589738735 32.9051245290765
"5" "ALB" "Albania" 2018 0.0027478786104977 0.70356129613728 39.0567051596533 2018 0.325400218339366 0.682219683175245 39.681 -2.57812110197857 1137407 37.2900009155273 33.7200012207031 42.2799987792969 18.4294792485754 2793251547.37696 68.1628392484 NA 960 NA 2010 100 4840.5 28750 105.64 106.09 106.18 678196 27400 1485 28.7919708029197 7889 3.08956204379562 140110 22.311897810219 0.213281858346567 611346 42.8496715328467 11740.81 66.5850762088899 61.1505070564215 8.55416010966654 3574339199.97444 29.8507575844571 1097.548787 18.1626462539058 3099404234 0.00835425070274973 0.0538963579411565 0.201735157079869 0.335952661023564 0.0910236544511348 18.1626462539058 1.98757849409326 2.67018632458899 79.1588131708024 2.87e+09 0.67437557097949 2.02773332086022 46.0278073244683 0.444575249454939 1.66266621721824 9.07472039859841 109.1212137718 727.2271808 4.80493925313439 95.96843978 76.5698639994676 11.5071984518693 2193217131.43241 9.16497904638247 543.1755411 19.3619643416111 6406219819 0.0210443762170328 0.110064752681257 1.21035971588161 1.97172797014195 1.71776294147174 19.3619643416111 9.5520708981154 14.561986278292 66.05500500388 5.925e+09 2.30286629507241 0.399632625116623 47.511441094006 2.75795850228069 1.8572370422 4.46371934694447 14.0435873264872 104.7741356982 5.35 1.99 0 4.73 3.36 0 3.16 1.02 0 3.7 1.47 0 2.61 0.77 0 3.32 1.24 0 345.3940949 58.0281679762893 25.5314674703335 1.75e+09 1.679e+09 2.186e+09 7.1e+07 1.2e+08 48.195167982947 2.306e+09 5927000 496867902115.876 76.8081181330347 -13.6642637061313 -2071014879.2657 45.236190919583 2.39696412114159 6015756951.46377 6856192656.30267 31.5719272134517 4.02575788363444 4072440421.1673 4785177777.03696 2e+06 NA 60.3618478228063 8.44383694668629 5247401479.04404 3621039818.25915 1163648667.07628 0.438841554144843 4784712029.25558 30.755794827633 2.22991910767151 80746258.8037545 -3381296740.55192 -2069586882.26658 72.7206938588422 10.9287311232151 7334165155.14505 2309306038.81556 4544969328.78645 2.61931581752763 6854286781.72701 13.7323113951407 39.1275844857104
"6" "ARE" "United Arab Emirates" 2003 0.002 0.6 35.3 2003 0.0554471391403896 0.50415540384837 18.528 2.66703509354355 706555 6.1100001335144 6.96000003814697 0.0399999991059303 1.92768393253654 2397004765.14636 82.8453120379 14.1826923076923 590 2.35411140583554 710 100 20927.8 98647.9 50.05 112.49 186.66 2372.56 71020 78 4.39018586313714 3117.91 2.67530273162489 113 0.901154604336806 0.0167827341329082 64000 7.80061954379048 5540 755.625 NA NA NA NA 134.7138498 NA 53218902568 12.9474474284691 3.65813791727942 6.51226418014099 7.99995163665773 0.0685888964984942 1.30131972397421 6.69687167157595 26.2371340261268 60.8154185454041 6.7135e+10 8.52859728402057 1.70610997692075 2.56062348174124 NA 48.2728267331956 0.841162591390838 47.9847913779 130.6958168 10.1931606000334 102.0091676 NA NA NA NA 148.7446517 NA 38623783912 0.79510593705602 1.27460323701492 9.67564444362719 3.12605310694293 1.64095781874723 2.58390012297561 14.8493995696213 33.1505582989292 66.0543357640148 5.2074e+10 7.49719397663763 1.95931020662903 61.5839825152667 NA NA 0.509728471022007 7.38746300457042 71.588421018 NA NA NA 5.5 NA NA NA NA NA 5.09 NA NA NA NA NA 4.99 NA NA 147.2075221 95.868509422724 NA 3.956e+09 NA NA NA NA NA 1.438e+09 NA 409418259268.696 102.300169490783 9.54622893956581 11870388019.0606 46.3769702756087 15.9887191269946 95341250345.2084 57668073519.401 55.9231992151745 22.9101961292845 121044259825.13 69538461538.4615 6.85e+08 -313.704278904143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"7" "ARG" "Argentina" 2005 0.011 3 37.7 2005 1.36228945621451 1.50907256118775 9.96899999999999 -0.667304254092237 3894938 1.27999997138977 1.6599999666214 0.730000019073486 7.93875427420938 15777249624.7271 72.3182844016 94.5796968305007 41200 73.8953825748155 89140 92.5335083007813 4075.8 2780400 94.47 83.23 77.3 41947408 2736690 591 11.618414946523 317960 0.365404923465939 10291886 12.3476170117916 0.864887808835623 33791600 47.4737365211259 1299209 35.4391328022349 43.0263998045043 20.5650456813577 6342850000 36.3495904837731 153.1870468 25.4072107299336 40280844890 2.977751016086 2.52322563435685 2.41926024307878 4.29373719871842 25.4072107299336 2.68242872747747 11.9107049867047 23.8293567903362 47.7856814636442 4.0351e+10 5.68968675622037 3.21539774249875 30.6370052584991 0.0589640303648991 16.3961455637403 46.464867640411 66.3808162264 124.6385517 32.4409926697692 112.3205884 38.5579170404238 27.4831411910564 7235090000 27.8896323335301 114.0522382 42.6633959254933 28383971424 1.03558005188612 0.465862493393694 0.834164372078675 0.108586002781624 42.6633959254933 0.872131969491374 7.18673744955642 9.46748228730178 46.8335417353188 2.8689e+10 0.182024485679668 3.46088701739441 86.3533363056346 6.06930943498975 11.6391376174 4.96619298982646 2.83873915468007 86.4886568833 4.4 1.73 0 8.49 8.08 15.26069 11.74 5.22 0 11.21 10.6 22.61065 12.83 5.74 0 12.01 10.87 23.11772 104.2301908 34.7393625713073 10.2135270895557 3.554e+09 2.79e+09 2.729e+09 7.64e+08 4.8e+08 6.84335415200094 3.209e+09 3823000 127165828163.214 40.5512709706238 5.94048249709131 11805942344.4323 17.3053942367662 15.8482318854853 37627009711.9028 34392237786.5721 23.2458767338576 12.8868304227088 61523927130.2795 46198180131.0044 3e+06 -26.5428025479915 42.2588207604141 20.1981709677519 51204020000 6458060000 40434150000 0.0579121284100798 46892210000 37.4850961434239 6.31551890196127 407860000 13134050000 12095220000 37.2114303397809 26.5233983691904 46414160000 7496890000 27300100000 5.85736218618654 34796990000 30.4078091048421 7.02181442228367
"8" "ARG" "Argentina" 2020 0.0014692951081311 0.43232333482194 33.9860236490888 2020 0.875916609986476 1.07712905959092 7.889 -0.539581529777376 3579773 NA NA NA 6.12846695022316 23627705246.161 NA NA NA NA NA 100 5213.1 2780400 113.06 109.82 108.89 86572197.88 2736690 NA 10.4407148781923 285730 0.390252458261623 16606704 11.9241710606609 0.719151335232969 32632759.7 39.6032286082823 1083817.597 71.0076950678493 18.541919449691 13.4849826180879 9319711688.54731 65.6383271213627 208.3595915 23.2043762041196 54635289001 1.87840499934249 2.03057405073797 5.66643840749764 7.49467253650851 23.2043762041196 2.44534260626963 20.1565127619229 37.7935403629366 37.1236784336013 5.4884e+10 9.95603409529039 0.217988929465899 14.4214496007227 2.33477081085843 2.67898842404181 64.8863645749868 93.2666349039 120.659113 36.3836230452139 152.1617937 24.3932805258763 17.8224301380752 11857811327.4369 53.546223436019 168.3787867 31.9272549067973 42325164000 1.19956298338265 0.336166446986478 2.0387942265268 1.28731220037328 31.9272549067973 1.02356839066235 26.0486952868039 30.7345365513528 36.1386455584673 4.2354e+10 2.11220209329845 2.95600162995576 80.0726737285019 4.23806590002946 9.0465897264 6.05806075448223 8.76556056157932 89.7008633253999 6.59 1.54 0.0531915 8.86 7.91 16.50266 11.14 6.88 0.0029958 13.13 12.19 25.16945 12.16 8.07 0 14.64 12.59 25.66757 148.3677894 25.2212334248001 5.24657959288086 2.746e+09 2.346e+09 1.616e+09 4e+08 8.6e+07 2.64157482886843 1.702e+09 NA 166690320793.218 30.2197998857878 3.0019449138143 11573705163.9372 13.6089274859868 -18.4603440621888 54279464556.8557 52467889598.9748 16.6108723998011 -17.7117909009722 62546382587.7048 64041594762.912 7e+06 NA 18.217566833734 13.2490906760385 68477143581.7535 9485643445.17177 54945618595.9299 2.29392881377088 64431262041.1017 66.2394136764566 20.9944513377573 1991458797.16975 14630807074.2401 12092401048.1974 24.0560319404495 17.5760266522236 66503592866.2093 12024049471.2145 40314811521.6898 4.17947264406234 52338860992.9043 54.1884687632645 5.57910473210007
"9" "ARM" "Armenia" 2005 0.004 1.1 36.2 2005 0.942920414672225 0.806137600829884 36.062 -0.327518995633213 1098898 38.5200004577637 32.7900009155273 45.2400016784668 NA NA 65.755764304 87.5 560 32.3671497584541 670 99.6227035522461 1938.7 29740 70.04 73.3 75.33 391829 28470 562 11.6473480857042 3316 1.75623463294696 202111 15.9817351598174 0.149315152107838 455000 56.3751317175975 16050 22.6923076923077 52.8011530777357 22.1318830380786 421805359.502679 21.9966162820068 331.0333107 19.4776049894047 976949415 0.259408825174433 0.0190830760669425 0.0551090969228944 2.98608040007885 0.559180845612155 19.4776049894047 1.4295535455129 5.04900696419374 75.2139792212271 9.74e+08 1.16474003927829 9.40870946056114 71.5209671910885 3.0703476021789 2.21920980265978 13.3613635427771 69.7906148937 269.4341963 35.5442403710898 99.71403385 36.887671047648 37.7573933000341 561370970.649361 21.2476784567641 204.2975394 34.2225387632115 1800765207 0.193413721370284 0.130269620430311 1.10750612697727 5.20648475634392 2.08206421660389 34.2225387632115 5.30814165158401 13.8344663719394 51.7495811434789 1.802e+09 1.43963321254907 2.59311090017574 59.0183987174857 4.1072571955538 3.5980928567 15.4989694774173 17.6629597089781 84.319279296 3.19 3.19 1.676224 4.98 6.74 1.808558 2.28 2.28 0.1406209 2.9 3.85 0.1591237 1.92 1.92 0 2.31 3.48 0.0080844 165.8060752 56.6476282534663 11.376606462776 2.55e+08 2.07e+08 2.23e+08 4.8e+07 2e+07 16.6569781309192 2.43e+08 319000 1208190900926.95 70.1397385835334 -15.5133426835103 -760226696.45996 42.8265406335218 14.1568258032128 4929000480.50112 2098701754.40896 27.3131979500115 16.2876538336234 2344004145.44144 1338475057.949 NA 65.4283630828704 51.7768884362384 21.7025570873312 1943703724.84209 430149629.086679 1028698417 3.01078737853401 1458848046.08668 23.5097670978961 11.451689521293 49259400 -634672161.31 -782593642.472682 35.8220075936331 36.6666040738251 2520290987.85081 578071110.249361 1663370578.31 3.98860091378724 2241441688.55936 23.5227874187546 20.5739602447201
"10" "ARM" "Armenia" 2010 0.001 0.3 35.2 2010 1.08510123793972 0.905665792755709 36.56 -0.335226341260498 1077165 38.5999984741211 31.6399993896484 47.2700004577637 NA NA 58.2029278142 NA 680 NA 660 99.9735260009766 2068.2 29740 80.67 73.56 69.15 321954 28470 562 11.610818405339 3305.6 1.93537056550755 155666 15.7534246575342 0.152225186021893 448500 60.9413417632596 17350 66.0548494983278 64.4827301364448 15.4344182828846 1001373794.38128 18.0660234860995 343.7899388 38.4276299657432 1041046792 1.0992928548403 0.0927099538096458 0.566525447782178 8.21912738769575 0.760004647322327 38.4276299657432 3.27266596101283 12.9110333976227 47.5620437817938 1.011e+09 0.885879680997086 50.7772242753667 23.432435607047 2.01682809457108 3.02154436932198 16.1764023377716 115.6397144404 168.3258006 24.7981318960969 128.2770644 46.2291657065329 35.5903917892082 1251845503.24365 12.8743706494564 428.9465926 40.5652695617611 3748947517 0.0674794989401288 0.407467507366548 1.41308539956282 5.83519153063673 2.21076490466111 40.5652695617611 12.7297658832496 22.5962752254768 36.7709757138219 3.783e+09 1.68462913160595 3.36521321375683 55.0460223604655 5.30607185480247 4.6571732762 17.6983602985462 17.6674630542826 105.8813619817 3.38 3.38 0 5.13 6.8 0.4201681 2.8 2.8 0 2.93 4.21 0.079482 2.47 2.47 0 2.29 3.9 0 269.407549 51.7694653264099 14.127771550521 6.41e+08 5.79e+08 6.46e+08 6.2e+07 4.8e+07 31.3931551143139 6.94e+08 684000 955845628593.676 64.642975973633 -25.1461453399825 -2328604709.35515 44.8945606568078 12.8000040502254 5653691266.1704 4157364238.39287 19.7484153168252 26.4999699824954 2063909295.26346 1828759529.03772 5.2e+07 64.6512304078486 63.7304694391926 15.2543591223219 3259762075.98752 1013193794.38128 1197479193.0037 1.99329961639639 2210672987.38497 19.0218718220889 12.583808414648 127498365.954043 -2065730208.5091 -2326489846.17148 45.4269141656082 34.9727633674395 5127970681.39017 1273953432.04365 3263209401.5128 5.21399136282917 4537162833.55646 14.3863311041233 24.6984541165624
